89.18065615543988,-2,-1.6002665977089095E-12
89.18065615543922,-2,-6.579277891424736E-13
89.18065615543895,-2,-2.7312176752576614E-13
89.18065615543884,-2,-1.1451383482416049E-13
89.1806561554388,-2,-4.7692849743215906E-14
47.264462394235906,232,-2.2776550221508452E-14
71.37565422807069,235,24.111191833834777
87.13280834386742,235,15.75715411579673
102.88996245966416,232,15.75715411579673
110.51949162975973,228,7.629529170095568
117.95890370626705,223,7.439412076507317
125.16824822238668,217,7.209344516119629
126.85839330834703,211,1.6901450859603528
126.99950683171993,204,0.14111352337290065
126.98352467729897,197,-0.01598215442095723
126.97876780555278,190,-0.004756871746200743
126.97734808025155,183,-0.0014197253012397755
126.97692439742704,176,-4.2368282450544177E-4
126.97679796351888,169,-1.2643390816598001E-4
126.97676023392432,162,-3.772959454780996E-5
126.97674897493307,155,-1.1258991254793393E-5
126.9767456151096,148,-3.3598234601668977E-6
126.97674461249663,141,-1.002612979065681E-6
126.97674431330451,134,-2.991921275355373E-7
126.97674422402187,127,-8.928263174509892E-8
126.97674419737884,120,-2.664304058419753E-8
126.97674418942822,113,-7.95061540646877E-9
126.97674418705566,106,-2.372561451619019E-9
126.97674418634766,99,-7.080013089626325E-10
126.77748670359952,93,-0.19925748274813324
125.61982990967621,87,-1.1576567939233016
124.2164901812857,81,-1.403339728390509
122.74381576072311,75,-1.4726744205626003
121.81867199973269,69,-0.9251437609904186
121.01864388383879,63,-0.8000281158938968
120.27054603870715,57,-0.7480978451316377
119.55686254471028,52,-0.7136834939968618
118.58278028817882,47,-0.9740822565314533
117.1280766508792,42,-1.4547036372996238
115.20304050547921,37,-1.9250361453999842
112.81018790058266,33,-2.3928526048965537
110.04006000498111,29,-2.770127895601554
106.885686861611,26,-3.1543731433701123
103.43581128667678,23,-3.449875574934223
99.95541148283853,21,-3.480399803838247
96.89685254451,19,-3.058558938328528
97.62396066674997,17,0.7271081222399667
97.73880704126935,15,0.1148463745193949
97.43113692756228,13,-0.3076701137070778
96.8701548000549,11,-0.5609821275073658
96.15983049537402,9,-0.7103243046808879
95.33729643089147,8,-0.8225340644825506
94.65294990175232,7,-0.6843465291391524
94.04693936650693,6,-0.6060105352453943
93.48769771421411,5,-0.5592416522928332
92.9568980043103,4,-0.5307997099038027
92.44387973074276,3,-0.5130182735675319
