Nº Aquisição Horário     Data        Canal 1 [°C] 
01161        2:20:01 AM  5/20/2015   28.3         
01162        2:21:01 AM  5/20/2015   28.3         
01163        2:22:01 AM  5/20/2015   28.2         
01164        2:23:01 AM  5/20/2015   28.2         
01165        2:24:01 AM  5/20/2015   28.2         
01166        2:25:01 AM  5/20/2015   28.2         
01167        2:26:01 AM  5/20/2015   28.2         
01168        2:27:01 AM  5/20/2015   28.2         
01169        2:28:01 AM  5/20/2015   28.2         
01170        2:29:01 AM  5/20/2015   28.2         
01171        2:30:01 AM  5/20/2015   28.2         
01172        2:31:01 AM  5/20/2015   28.2         
01173        2:32:01 AM  5/20/2015   28.2         
01174        2:33:01 AM  5/20/2015   28.2         
01175        2:34:01 AM  5/20/2015   28.2         
01176        2:35:01 AM  5/20/2015   28.2         
01177        2:36:01 AM  5/20/2015   28.2         
01178        2:37:01 AM  5/20/2015   28.2         
01179        2:38:01 AM  5/20/2015   28.2         
01180        2:39:01 AM  5/20/2015   28.2         
01181        2:40:01 AM  5/20/2015   28.1         
01182        2:41:01 AM  5/20/2015   28.1         
01183        2:42:01 AM  5/20/2015   28.1         
01184        2:43:01 AM  5/20/2015   28.1         
01185        2:44:01 AM  5/20/2015   28.1         
01186        2:45:01 AM  5/20/2015   28.1         
01187        2:46:01 AM  5/20/2015   28.1         
01188        2:47:01 AM  5/20/2015   28.1         
01189        2:48:01 AM  5/20/2015   28.1         
01190        2:49:01 AM  5/20/2015   28.1         
01191        2:50:01 AM  5/20/2015   28.1         
01192        2:51:01 AM  5/20/2015   28.1         
01193        2:52:01 AM  5/20/2015   28.1         
01194        2:53:01 AM  5/20/2015   28.1         
01195        2:54:01 AM  5/20/2015   28.1         
01196        2:55:01 AM  5/20/2015   28.1         
01197        2:56:01 AM  5/20/2015   28.1         
01198        2:57:01 AM  5/20/2015   28.1         
01199        2:58:01 AM  5/20/2015   28.1         
01200        2:59:01 AM  5/20/2015   28.0         
01201        3:00:01 AM  5/20/2015   28.0         
01202        3:01:01 AM  5/20/2015   28.0         
01203        3:02:01 AM  5/20/2015   28.0         
01204        3:03:01 AM  5/20/2015   28.0         
01205        3:04:01 AM  5/20/2015   28.0         
01206        3:05:01 AM  5/20/2015   28.0         
01207        3:06:01 AM  5/20/2015   28.0         
01208        3:07:01 AM  5/20/2015   28.0         
01209        3:08:01 AM  5/20/2015   28.0         
01210        3:09:01 AM  5/20/2015   28.0         
01211        3:10:01 AM  5/20/2015   28.0         
01212        3:11:01 AM  5/20/2015   28.0         
01213        3:12:01 AM  5/20/2015   28.0         
01214        3:13:01 AM  5/20/2015   27.9         
01215        3:14:01 AM  5/20/2015   27.9         
01216        3:15:01 AM  5/20/2015   27.9         
01217        3:16:01 AM  5/20/2015   27.9         
01218        3:17:01 AM  5/20/2015   27.9         
01219        3:18:01 AM  5/20/2015   27.9         
01220        3:19:01 AM  5/20/2015   27.9         
01221        3:20:01 AM  5/20/2015   27.9         
01222        3:21:01 AM  5/20/2015   27.9         
01223        3:22:01 AM  5/20/2015   27.9         
01224        3:23:01 AM  5/20/2015   27.9         
01225        3:24:01 AM  5/20/2015   27.9         
01226        3:25:01 AM  5/20/2015   27.9         
01227        3:26:01 AM  5/20/2015   27.9         
01228        3:27:01 AM  5/20/2015   27.9         
01229        3:28:01 AM  5/20/2015   27.9         
01230        3:29:01 AM  5/20/2015   27.9         
01231        3:30:01 AM  5/20/2015   27.8         
01232        3:31:01 AM  5/20/2015   27.8         
01233        3:32:01 AM  5/20/2015   27.8         
01234        3:33:01 AM  5/20/2015   27.8         
01235        3:34:01 AM  5/20/2015   27.8         
01236        3:35:01 AM  5/20/2015   27.8         
01237        3:36:01 AM  5/20/2015   27.8         
01238        3:37:01 AM  5/20/2015   27.8         
01239        3:38:01 AM  5/20/2015   27.8         
01240        3:39:01 AM  5/20/2015   27.8         
01241        3:40:01 AM  5/20/2015   27.8         
01242        3:41:01 AM  5/20/2015   27.8         
01243        3:42:01 AM  5/20/2015   27.8         
01244        3:43:01 AM  5/20/2015   27.8         
01245        3:44:01 AM  5/20/2015   27.8         
01246        3:45:01 AM  5/20/2015   27.8         
01247        3:46:01 AM  5/20/2015   27.8         
01248        3:47:01 AM  5/20/2015   27.8         
01249        3:48:01 AM  5/20/2015   27.8         
01250        3:49:01 AM  5/20/2015   27.7         
01251        3:50:01 AM  5/20/2015   27.7         
01252        3:51:01 AM  5/20/2015   27.7         
01253        3:52:01 AM  5/20/2015   27.7         
01254        3:53:01 AM  5/20/2015   27.7         
01255        3:54:01 AM  5/20/2015   27.7         
01256        3:55:01 AM  5/20/2015   27.7         
01257        3:56:01 AM  5/20/2015   27.7         
01258        3:57:01 AM  5/20/2015   27.7         
01259        3:58:01 AM  5/20/2015   27.7         
01260        3:59:01 AM  5/20/2015   27.7         
01261        4:00:01 AM  5/20/2015   27.7         
01262        4:01:01 AM  5/20/2015   27.7         
01263        4:02:01 AM  5/20/2015   27.7         
01264        4:03:01 AM  5/20/2015   27.7         
01265        4:04:01 AM  5/20/2015   27.7         
01266        4:05:01 AM  5/20/2015   27.7         
01267        4:06:01 AM  5/20/2015   27.6         
01268        4:07:01 AM  5/20/2015   27.6         
01269        4:08:01 AM  5/20/2015   27.6         
01270        4:09:01 AM  5/20/2015   27.6         
01271        4:10:01 AM  5/20/2015   27.6         
01272        4:11:01 AM  5/20/2015   27.6         
01273        4:12:01 AM  5/20/2015   27.6         
01274        4:13:01 AM  5/20/2015   27.6         
01275        4:14:01 AM  5/20/2015   27.6         
01276        4:15:01 AM  5/20/2015   27.6         
01277        4:16:01 AM  5/20/2015   27.6         
01278        4:17:01 AM  5/20/2015   27.6         
01279        4:18:01 AM  5/20/2015   27.6         
01280        4:19:01 AM  5/20/2015   27.6         
01281        4:20:01 AM  5/20/2015   27.6         
01282        4:21:01 AM  5/20/2015   27.6         
01283        4:22:01 AM  5/20/2015   27.6         
01284        4:23:01 AM  5/20/2015   27.5         
01285        4:24:01 AM  5/20/2015   27.5         
01286        4:25:01 AM  5/20/2015   27.5         
01287        4:26:01 AM  5/20/2015   27.5         
01288        4:27:01 AM  5/20/2015   27.5         
01289        4:28:01 AM  5/20/2015   27.5         
01290        4:29:01 AM  5/20/2015   27.5         
01291        4:30:01 AM  5/20/2015   27.5         
01292        4:31:01 AM  5/20/2015   27.5         
01293        4:32:01 AM  5/20/2015   27.5         
01294        4:33:01 AM  5/20/2015   27.5         
01295        4:34:01 AM  5/20/2015   27.5         
01296        4:35:01 AM  5/20/2015   27.5         
01297        4:36:01 AM  5/20/2015   27.5         
01298        4:37:01 AM  5/20/2015   27.5         
01299        4:38:01 AM  5/20/2015   27.5         
01300        4:39:01 AM  5/20/2015   27.5         
01301        4:40:01 AM  5/20/2015   27.5         
01302        4:41:01 AM  5/20/2015   27.5         
01303        4:42:01 AM  5/20/2015   27.5         
01304        4:43:01 AM  5/20/2015   27.4         
01305        4:44:01 AM  5/20/2015   27.4         
01306        4:45:01 AM  5/20/2015   27.4         
01307        4:46:01 AM  5/20/2015   27.4         
01308        4:47:01 AM  5/20/2015   27.4         
01309        4:48:01 AM  5/20/2015   27.4         
01310        4:49:01 AM  5/20/2015   27.4         
01311        4:50:01 AM  5/20/2015   27.4         
01312        4:51:01 AM  5/20/2015   27.4         
01313        4:52:01 AM  5/20/2015   27.4         
01314        4:53:01 AM  5/20/2015   27.4         
01315        4:54:01 AM  5/20/2015   27.4         
01316        4:55:01 AM  5/20/2015   27.4         
01317        4:56:01 AM  5/20/2015   27.4         
01318        4:57:01 AM  5/20/2015   27.4         
01319        4:58:01 AM  5/20/2015   27.4         
01320        4:59:01 AM  5/20/2015   27.4         
01321        5:00:01 AM  5/20/2015   27.4         
01322        5:01:01 AM  5/20/2015   27.3         
01323        5:02:01 AM  5/20/2015   27.3         
01324        5:03:01 AM  5/20/2015   27.3         
01325        5:04:01 AM  5/20/2015   27.3         
01326        5:05:01 AM  5/20/2015   27.3         
01327        5:06:01 AM  5/20/2015   27.3         
01328        5:07:01 AM  5/20/2015   27.3         
01329        5:08:01 AM  5/20/2015   27.3         
01330        5:09:01 AM  5/20/2015   27.3         
01331        5:10:01 AM  5/20/2015   27.3         
01332        5:11:01 AM  5/20/2015   27.2         
01333        5:12:01 AM  5/20/2015   27.2         
01334        5:13:01 AM  5/20/2015   27.2         
01335        5:14:01 AM  5/20/2015   27.2         
01336        5:15:01 AM  5/20/2015   27.2         
01337        5:16:01 AM  5/20/2015   27.2         
01338        5:17:01 AM  5/20/2015   27.2         
01339        5:18:01 AM  5/20/2015   27.2         
01340        5:19:01 AM  5/20/2015   27.2         
01341        5:20:01 AM  5/20/2015   27.2         
01342        5:21:01 AM  5/20/2015   27.2         
01343        5:22:01 AM  5/20/2015   27.2         
01344        5:23:01 AM  5/20/2015   27.2         
01345        5:24:01 AM  5/20/2015   27.1         
01346        5:25:01 AM  5/20/2015   27.1         
01347        5:26:01 AM  5/20/2015   27.1         
01348        5:27:01 AM  5/20/2015   27.1         
01349        5:28:01 AM  5/20/2015   27.1         
01350        5:29:01 AM  5/20/2015   27.1         
01351        5:30:01 AM  5/20/2015   27.1         
01352        5:31:01 AM  5/20/2015   27.1         
01353        5:32:01 AM  5/20/2015   27.1         
01354        5:33:01 AM  5/20/2015   27.1         
01355        5:34:01 AM  5/20/2015   27.1         
01356        5:35:01 AM  5/20/2015   27.1         
01357        5:36:01 AM  5/20/2015   27.1         
01358        5:37:01 AM  5/20/2015   27.1         
01359        5:38:01 AM  5/20/2015   27.1         
01360        5:39:01 AM  5/20/2015   27.1         
01361        5:40:01 AM  5/20/2015   27.1         
01362        5:41:01 AM  5/20/2015   27.1         
01363        5:42:01 AM  5/20/2015   27.1         
01364        5:43:01 AM  5/20/2015   27.1         
01365        5:44:01 AM  5/20/2015   27.0         
01366        5:45:01 AM  5/20/2015   27.0         
01367        5:46:01 AM  5/20/2015   27.0         
01368        5:47:01 AM  5/20/2015   27.0         
01369        5:48:01 AM  5/20/2015   27.0         
01370        5:49:01 AM  5/20/2015   27.0         
01371        5:50:01 AM  5/20/2015   27.0         
01372        5:51:01 AM  5/20/2015   27.0         
01373        5:52:01 AM  5/20/2015   27.0         
01374        5:53:01 AM  5/20/2015   27.0         
01375        5:54:01 AM  5/20/2015   27.0         
01376        5:55:01 AM  5/20/2015   27.0         
01377        5:56:01 AM  5/20/2015   27.0         
01378        5:57:01 AM  5/20/2015   27.0         
01379        5:58:01 AM  5/20/2015   27.0         
01380        5:59:01 AM  5/20/2015   27.0         
01381        6:00:01 AM  5/20/2015   27.0         
01382        6:01:01 AM  5/20/2015   27.0         
01383        6:02:01 AM  5/20/2015   27.0         
01384        6:03:01 AM  5/20/2015   27.0         
01385        6:04:01 AM  5/20/2015   26.9         
01386        6:05:01 AM  5/20/2015   26.9         
01387        6:06:01 AM  5/20/2015   26.9         
01388        6:07:01 AM  5/20/2015   26.9         
01389        6:08:01 AM  5/20/2015   26.9         
01390        6:09:01 AM  5/20/2015   26.9         
01391        6:10:01 AM  5/20/2015   26.9         
01392        6:11:01 AM  5/20/2015   26.9         
01393        6:12:01 AM  5/20/2015   26.9         
01394        6:13:01 AM  5/20/2015   26.9         
01395        6:14:01 AM  5/20/2015   26.9         
01396        6:15:01 AM  5/20/2015   26.9         
01397        6:16:01 AM  5/20/2015   26.9         
01398        6:17:01 AM  5/20/2015   26.9         
01399        6:18:01 AM  5/20/2015   26.9         
01400        6:19:01 AM  5/20/2015   26.9         
01401        6:20:01 AM  5/20/2015   26.9         
01402        6:21:01 AM  5/20/2015   26.9         
01403        6:22:01 AM  5/20/2015   26.9         
01404        6:23:01 AM  5/20/2015   26.9         
01405        6:24:01 AM  5/20/2015   26.9         
01406        6:25:01 AM  5/20/2015   26.9         
01407        6:26:01 AM  5/20/2015   26.8         
01408        6:27:01 AM  5/20/2015   26.8         
01409        6:28:01 AM  5/20/2015   26.8         
01410        6:29:01 AM  5/20/2015   26.8         
01411        6:30:01 AM  5/20/2015   26.8         
01412        6:31:01 AM  5/20/2015   26.8         
01413        6:32:01 AM  5/20/2015   26.8         
01414        6:33:01 AM  5/20/2015   26.8         
01415        6:34:01 AM  5/20/2015   26.8         
01416        6:35:01 AM  5/20/2015   26.8         
01417        6:36:01 AM  5/20/2015   26.8         
01418        6:37:01 AM  5/20/2015   26.8         
01419        6:38:01 AM  5/20/2015   26.8         
01420        6:39:01 AM  5/20/2015   26.8         
01421        6:40:01 AM  5/20/2015   26.8         
01422        6:41:01 AM  5/20/2015   26.8         
01423        6:42:01 AM  5/20/2015   26.8         
01424        6:43:01 AM  5/20/2015   26.8         
01425        6:44:01 AM  5/20/2015   26.8         
01426        6:45:01 AM  5/20/2015   26.8         
01427        6:46:01 AM  5/20/2015   26.7         
01428        6:47:01 AM  5/20/2015   26.7         
01429        6:48:01 AM  5/20/2015   26.7         
01430        6:49:01 AM  5/20/2015   26.7         
01431        6:50:01 AM  5/20/2015   26.7         
01432        6:51:01 AM  5/20/2015   26.7         
01433        6:52:01 AM  5/20/2015   26.7         
01434        6:53:01 AM  5/20/2015   26.7         
01435        6:54:01 AM  5/20/2015   26.7         
01436        6:55:01 AM  5/20/2015   26.7         
01437        6:56:01 AM  5/20/2015   26.7         
01438        6:57:01 AM  5/20/2015   26.7         
01439        6:58:01 AM  5/20/2015   26.7         
01440        6:59:01 AM  5/20/2015   26.7         
01441        7:00:01 AM  5/20/2015   26.7         
01442        7:01:01 AM  5/20/2015   26.7         
01443        7:02:01 AM  5/20/2015   26.7         
01444        7:03:01 AM  5/20/2015   26.7         
01445        7:04:01 AM  5/20/2015   26.7         
01446        7:05:01 AM  5/20/2015   26.7         
01447        7:06:01 AM  5/20/2015   26.7         
01448        7:07:01 AM  5/20/2015   26.6         
01449        7:08:01 AM  5/20/2015   26.6         
01450        7:09:01 AM  5/20/2015   26.6         
01451        7:10:01 AM  5/20/2015   26.6         
01452        7:11:01 AM  5/20/2015   26.6         
01453        7:12:01 AM  5/20/2015   26.6         
01454        7:13:01 AM  5/20/2015   26.6         
01455        7:14:01 AM  5/20/2015   26.6         
01456        7:15:01 AM  5/20/2015   26.6         
01457        7:16:01 AM  5/20/2015   26.6         
01458        7:17:01 AM  5/20/2015   26.6         
01459        7:18:01 AM  5/20/2015   26.6         
01460        7:19:01 AM  5/20/2015   26.6         
01461        7:20:01 AM  5/20/2015   26.6         
01462        7:21:01 AM  5/20/2015   26.6         
01463        7:22:01 AM  5/20/2015   26.6         
01464        7:23:01 AM  5/20/2015   26.6         
01465        7:24:01 AM  5/20/2015   26.6         
01466        7:25:01 AM  5/20/2015   26.6         
01467        7:26:01 AM  5/20/2015   26.6         
01468        7:27:01 AM  5/20/2015   26.6         
01469        7:28:01 AM  5/20/2015   26.6         
01470        7:29:01 AM  5/20/2015   26.6         
01471        7:30:01 AM  5/20/2015   26.6         
01472        7:31:01 AM  5/20/2015   26.6         
01473        7:32:01 AM  5/20/2015   26.6         
01474        7:33:01 AM  5/20/2015   26.6         
01475        7:34:01 AM  5/20/2015   26.6         
01476        7:35:01 AM  5/20/2015   26.6         
01477        7:36:01 AM  5/20/2015   26.6         
01478        7:37:01 AM  5/20/2015   26.6         
01479        7:38:01 AM  5/20/2015   26.6         
01480        7:39:01 AM  5/20/2015   26.6         
01481        7:40:01 AM  5/20/2015   26.6         
01482        7:41:01 AM  5/20/2015   26.6         
01483        7:42:01 AM  5/20/2015   26.5         
01484        7:43:01 AM  5/20/2015   26.5         
01485        7:44:01 AM  5/20/2015   26.5         
01486        7:45:01 AM  5/20/2015   26.5         
01487        7:46:01 AM  5/20/2015   26.5         
01488        7:47:01 AM  5/20/2015   26.5         
01489        7:48:01 AM  5/20/2015   26.5         
01490        7:49:01 AM  5/20/2015   26.5         
01491        7:50:01 AM  5/20/2015   26.5         
01492        7:51:01 AM  5/20/2015   26.5         
01493        7:52:01 AM  5/20/2015   26.5         
01494        7:53:01 AM  5/20/2015   26.5         
01495        7:54:01 AM  5/20/2015   26.5         
01496        7:55:01 AM  5/20/2015   26.5         
01497        7:56:01 AM  5/20/2015   26.5         
01498        7:57:01 AM  5/20/2015   26.5         
01499        7:58:01 AM  5/20/2015   26.5         
01500        7:59:01 AM  5/20/2015   26.5         
01501        8:00:01 AM  5/20/2015   26.5         
01502        8:01:01 AM  5/20/2015   26.5         
01503        8:02:01 AM  5/20/2015   26.5         
01504        8:03:01 AM  5/20/2015   26.5         
01505        8:04:01 AM  5/20/2015   26.5         
01506        8:05:01 AM  5/20/2015   26.5         
01507        8:06:01 AM  5/20/2015   26.5         
01508        8:07:01 AM  5/20/2015   26.5         
01509        8:08:01 AM  5/20/2015   26.5         
01510        8:09:01 AM  5/20/2015   26.5         
01511        8:10:01 AM  5/20/2015   26.5         
01512        8:11:01 AM  5/20/2015   26.5         
01513        8:12:01 AM  5/20/2015   26.5         
01514        8:13:01 AM  5/20/2015   26.5         
01515        8:14:01 AM  5/20/2015   26.5         
01516        8:15:01 AM  5/20/2015   26.5         
01517        8:16:01 AM  5/20/2015   26.5         
01518        8:17:01 AM  5/20/2015   26.5         
01519        8:18:01 AM  5/20/2015   26.5         
01520        8:19:01 AM  5/20/2015   26.5         
01521        8:20:01 AM  5/20/2015   26.5         
01522        8:21:01 AM  5/20/2015   26.5         
01523        8:22:01 AM  5/20/2015   26.5         
01524        8:23:01 AM  5/20/2015   26.5         
01525        8:24:01 AM  5/20/2015   26.5         
01526        8:25:01 AM  5/20/2015   26.5         
01527        8:26:01 AM  5/20/2015   26.5         
01528        8:27:01 AM  5/20/2015   26.5         
01529        8:28:01 AM  5/20/2015   26.5         
01530        8:29:01 AM  5/20/2015   26.5         
01531        8:30:01 AM  5/20/2015   26.6         
01532        8:31:01 AM  5/20/2015   26.6         
01533        8:32:01 AM  5/20/2015   26.6         
01534        8:33:01 AM  5/20/2015   26.6         
01535        8:34:01 AM  5/20/2015   26.6         
01536        8:35:01 AM  5/20/2015   26.6         
01537        8:36:01 AM  5/20/2015   26.6         
01538        8:37:01 AM  5/20/2015   26.6         
01539        8:38:01 AM  5/20/2015   26.6         
01540        8:39:01 AM  5/20/2015   26.6         
01541        8:40:01 AM  5/20/2015   26.6         
01542        8:41:01 AM  5/20/2015   26.6         
01543        8:42:01 AM  5/20/2015   26.6         
01544        8:43:01 AM  5/20/2015   26.6         
01545        8:44:01 AM  5/20/2015   26.6         
01546        8:45:01 AM  5/20/2015   26.6         
01547        8:46:01 AM  5/20/2015   26.6         
01548        8:47:01 AM  5/20/2015   26.6         
01549        8:48:01 AM  5/20/2015   26.6         
01550        8:49:01 AM  5/20/2015   26.6         
01551        8:50:01 AM  5/20/2015   26.6         
01552        8:51:01 AM  5/20/2015   26.6         
01553        8:52:01 AM  5/20/2015   26.6         
01554        8:53:01 AM  5/20/2015   26.6         
01555        8:54:01 AM  5/20/2015   26.6         
01556        8:55:01 AM  5/20/2015   26.6         
01557        8:56:01 AM  5/20/2015   26.6         
01558        8:57:01 AM  5/20/2015   26.6         
01559        8:58:01 AM  5/20/2015   26.6         
01560        8:59:01 AM  5/20/2015   26.6         
01561        9:00:01 AM  5/20/2015   26.7         
01562        9:01:01 AM  5/20/2015   26.7         
01563        9:02:01 AM  5/20/2015   26.7         
01564        9:03:01 AM  5/20/2015   26.7         
01565        9:04:01 AM  5/20/2015   26.7         
01566        9:05:01 AM  5/20/2015   26.7         
01567        9:06:01 AM  5/20/2015   26.8         
01568        9:07:01 AM  5/20/2015   26.8         
01569        9:08:01 AM  5/20/2015   26.8         
01570        9:09:01 AM  5/20/2015   26.9         
01571        9:10:01 AM  5/20/2015   26.9         
01572        9:11:01 AM  5/20/2015   27.0         
01573        9:12:01 AM  5/20/2015   27.0         
01574        9:13:01 AM  5/20/2015   27.1         
01575        9:14:01 AM  5/20/2015   27.1         
01576        9:15:01 AM  5/20/2015   27.1         
01577        9:16:01 AM  5/20/2015   27.2         
01578        9:17:01 AM  5/20/2015   27.3         
01579        9:18:01 AM  5/20/2015   27.4         
01580        9:19:01 AM  5/20/2015   27.5         
01581        9:20:01 AM  5/20/2015   27.7         
01582        9:21:01 AM  5/20/2015   27.8         
01583        9:22:01 AM  5/20/2015   27.9         
01584        9:23:01 AM  5/20/2015   28.1         
01585        9:24:01 AM  5/20/2015   28.2         
01586        9:25:01 AM  5/20/2015   28.3         
01587        9:26:01 AM  5/20/2015   28.4         
01588        9:27:01 AM  5/20/2015   28.4         
01589        9:28:01 AM  5/20/2015   28.5         
01590        9:29:01 AM  5/20/2015   28.5         
01591        9:30:01 AM  5/20/2015   28.6         
01592        9:31:01 AM  5/20/2015   28.6         
01593        9:32:01 AM  5/20/2015   28.7         
01594        9:33:01 AM  5/20/2015   28.7         
01595        9:34:01 AM  5/20/2015   28.8         
01596        9:35:01 AM  5/20/2015   28.9         
01597        9:36:01 AM  5/20/2015   29.1         
01598        9:37:01 AM  5/20/2015   29.3         
01599        9:38:01 AM  5/20/2015   29.4         
01600        9:39:01 AM  5/20/2015   29.5         
01601        9:40:01 AM  5/20/2015   29.6         
01602        9:41:01 AM  5/20/2015   29.8         
01603        9:42:01 AM  5/20/2015   29.9         
01604        9:43:01 AM  5/20/2015   30.0         
01605        9:44:01 AM  5/20/2015   30.0         
01606        9:45:01 AM  5/20/2015   30.1         
01607        9:46:01 AM  5/20/2015   30.2         
01608        9:47:01 AM  5/20/2015   30.2         
01609        9:48:01 AM  5/20/2015   30.3         
01610        9:49:01 AM  5/20/2015   30.3         
01611        9:50:01 AM  5/20/2015   30.4         
01612        9:51:01 AM  5/20/2015   30.4         
01613        9:52:01 AM  5/20/2015   30.4         
01614        9:53:01 AM  5/20/2015   30.4         
01615        9:54:01 AM  5/20/2015   30.4         
01616        9:55:01 AM  5/20/2015   30.4         
01617        9:56:01 AM  5/20/2015   30.4         
01618        9:57:01 AM  5/20/2015   30.4         
01619        9:58:01 AM  5/20/2015   30.4         
01620        9:59:01 AM  5/20/2015   30.4         
01621        10:00:01 AM 5/20/2015   30.4         
01622        10:01:01 AM 5/20/2015   30.3         
01623        10:02:01 AM 5/20/2015   30.3         
01624        10:03:01 AM 5/20/2015   30.3         
01625        10:04:01 AM 5/20/2015   30.3         
01626        10:05:01 AM 5/20/2015   30.3         
01627        10:06:01 AM 5/20/2015   30.3         
01628        10:07:01 AM 5/20/2015   30.2         
01629        10:08:01 AM 5/20/2015   30.2         
01630        10:09:01 AM 5/20/2015   30.2         
01631        10:10:01 AM 5/20/2015   30.2         
01632        10:11:01 AM 5/20/2015   30.2         
01633        10:12:01 AM 5/20/2015   30.1         
01634        10:13:01 AM 5/20/2015   30.1         
01635        10:14:01 AM 5/20/2015   30.1         
01636        10:15:01 AM 5/20/2015   30.1         
01637        10:16:01 AM 5/20/2015   30.1         
01638        10:17:01 AM 5/20/2015   30.0         
01639        10:18:01 AM 5/20/2015   30.0         
01640        10:19:01 AM 5/20/2015   30.0         
01641        10:20:01 AM 5/20/2015   30.0         
01642        10:21:01 AM 5/20/2015   30.0         
01643        10:22:01 AM 5/20/2015   30.0         
01644        10:23:01 AM 5/20/2015   30.0         
01645        10:24:01 AM 5/20/2015   30.0         
01646        10:25:01 AM 5/20/2015   30.0         
01647        10:26:01 AM 5/20/2015   30.0         
01648        10:27:01 AM 5/20/2015   30.0         
01649        10:28:01 AM 5/20/2015   30.0         
01650        10:29:01 AM 5/20/2015   30.1         
01651        10:30:01 AM 5/20/2015   30.1         
01652        10:31:01 AM 5/20/2015   30.2         
01653        10:32:01 AM 5/20/2015   30.2         
01654        10:33:01 AM 5/20/2015   30.2         
01655        10:34:01 AM 5/20/2015   30.3         
01656        10:35:01 AM 5/20/2015   30.4         
01657        10:36:01 AM 5/20/2015   30.6         
01658        10:37:01 AM 5/20/2015   30.8         
01659        10:38:01 AM 5/20/2015   31.1         
01660        10:39:01 AM 5/20/2015   31.3         
01661        10:40:01 AM 5/20/2015   31.5         
01662        10:41:01 AM 5/20/2015   31.7         
01663        10:42:01 AM 5/20/2015   31.9         
01664        10:43:01 AM 5/20/2015   32.1         
01665        10:44:01 AM 5/20/2015   32.3         
01666        10:45:01 AM 5/20/2015   32.4         
01667        10:46:01 AM 5/20/2015   32.5         
01668        10:47:01 AM 5/20/2015   32.5         
01669        10:48:01 AM 5/20/2015   32.5         
01670        10:49:01 AM 5/20/2015   32.5         
01671        10:50:01 AM 5/20/2015   32.5         
01672        10:51:01 AM 5/20/2015   32.5         
01673        10:52:01 AM 5/20/2015   32.5         
01674        10:53:01 AM 5/20/2015   32.5         
01675        10:54:01 AM 5/20/2015   32.5         
01676        10:55:01 AM 5/20/2015   32.5         
01677        10:56:01 AM 5/20/2015   32.5         
01678        10:57:01 AM 5/20/2015   32.4         
01679        10:58:01 AM 5/20/2015   32.4         
01680        10:59:01 AM 5/20/2015   32.4         
01681        11:00:01 AM 5/20/2015   32.3         
01682        11:01:01 AM 5/20/2015   32.3         
01683        11:02:01 AM 5/20/2015   32.3         
01684        11:03:01 AM 5/20/2015   32.3         
01685        11:04:01 AM 5/20/2015   32.2         
01686        11:05:01 AM 5/20/2015   32.2         
01687        11:06:01 AM 5/20/2015   32.2         
01688        11:07:01 AM 5/20/2015   32.2         
01689        11:08:01 AM 5/20/2015   32.1         
01690        11:09:01 AM 5/20/2015   32.1         
01691        11:10:01 AM 5/20/2015   32.1         
01692        11:11:01 AM 5/20/2015   32.1         
01693        11:12:01 AM 5/20/2015   32.1         
01694        11:13:01 AM 5/20/2015   32.1         
01695        11:14:01 AM 5/20/2015   32.1         
01696        11:15:01 AM 5/20/2015   32.1         
01697        11:16:01 AM 5/20/2015   32.0         
01698        11:17:01 AM 5/20/2015   32.0         
01699        11:18:01 AM 5/20/2015   32.0         
01700        11:19:01 AM 5/20/2015   32.0         
01701        11:20:01 AM 5/20/2015   32.0         
01702        11:21:01 AM 5/20/2015   32.0         
01703        11:22:01 AM 5/20/2015   32.0         
01704        11:23:01 AM 5/20/2015   31.9         
01705        11:24:01 AM 5/20/2015   31.9         
01706        11:25:01 AM 5/20/2015   31.9         
01707        11:26:01 AM 5/20/2015   31.9         
01708        11:27:01 AM 5/20/2015   31.9         
01709        11:28:01 AM 5/20/2015   31.9         
01710        11:29:01 AM 5/20/2015   31.9         
01711        11:30:01 AM 5/20/2015   31.9         
01712        11:31:01 AM 5/20/2015   31.8         
01713        11:32:01 AM 5/20/2015   31.8         
01714        11:33:01 AM 5/20/2015   31.8         
01715        11:34:01 AM 5/20/2015   31.8         
01716        11:35:01 AM 5/20/2015   31.8         
01717        11:36:01 AM 5/20/2015   31.8         
01718        11:37:01 AM 5/20/2015   31.8         
01719        11:38:01 AM 5/20/2015   31.8         
01720        11:39:01 AM 5/20/2015   31.8         
01721        11:40:01 AM 5/20/2015   31.7         
01722        11:41:01 AM 5/20/2015   31.7         
01723        11:42:01 AM 5/20/2015   31.7         
01724        11:43:01 AM 5/20/2015   31.7         
01725        11:44:01 AM 5/20/2015   31.7         
01726        11:45:01 AM 5/20/2015   31.7         
01727        11:46:01 AM 5/20/2015   31.7         
01728        11:47:01 AM 5/20/2015   31.7         
01729        11:48:01 AM 5/20/2015   31.7         
01730        11:49:01 AM 5/20/2015   31.7         
01731        11:50:01 AM 5/20/2015   31.7         
01732        11:51:01 AM 5/20/2015   31.7         
01733        11:52:01 AM 5/20/2015   31.7         
01734        11:53:01 AM 5/20/2015   31.7         
01735        11:54:01 AM 5/20/2015   31.6         
01736        11:55:01 AM 5/20/2015   31.6         
01737        11:56:01 AM 5/20/2015   31.6         
01738        11:57:01 AM 5/20/2015   31.6         
01739        11:58:01 AM 5/20/2015   31.6         
01740        11:59:01 AM 5/20/2015   31.6         
01741        12:00:01 PM 5/20/2015   31.6         
01742        12:01:01 PM 5/20/2015   31.6         
