Nº Aquisição Horário     Data        Canal 1 [°C] 
00579        4:38:01 PM  5/19/2015   31.9         
00580        4:39:01 PM  5/19/2015   31.9         
00581        4:40:01 PM  5/19/2015   31.9         
00582        4:41:01 PM  5/19/2015   31.9         
00583        4:42:01 PM  5/19/2015   31.9         
00584        4:43:01 PM  5/19/2015   31.9         
00585        4:44:01 PM  5/19/2015   31.9         
00586        4:45:01 PM  5/19/2015   31.9         
00587        4:46:01 PM  5/19/2015   31.9         
00588        4:47:01 PM  5/19/2015   31.9         
00589        4:48:01 PM  5/19/2015   31.9         
00590        4:49:01 PM  5/19/2015   31.9         
00591        4:50:01 PM  5/19/2015   31.9         
00592        4:51:01 PM  5/19/2015   31.9         
00593        4:52:01 PM  5/19/2015   31.8         
00594        4:53:01 PM  5/19/2015   31.8         
00595        4:54:01 PM  5/19/2015   31.8         
00596        4:55:01 PM  5/19/2015   31.8         
00597        4:56:01 PM  5/19/2015   31.8         
00598        4:57:01 PM  5/19/2015   31.8         
00599        4:58:01 PM  5/19/2015   31.8         
00600        4:59:01 PM  5/19/2015   31.8         
00601        5:00:01 PM  5/19/2015   31.8         
00602        5:01:01 PM  5/19/2015   31.8         
00603        5:02:01 PM  5/19/2015   31.8         
00604        5:03:01 PM  5/19/2015   31.8         
00605        5:04:01 PM  5/19/2015   31.7         
00606        5:05:01 PM  5/19/2015   31.7         
00607        5:06:01 PM  5/19/2015   31.7         
00608        5:07:01 PM  5/19/2015   31.7         
00609        5:08:01 PM  5/19/2015   31.7         
00610        5:09:01 PM  5/19/2015   31.7         
00611        5:10:01 PM  5/19/2015   31.7         
00612        5:11:01 PM  5/19/2015   31.7         
00613        5:12:01 PM  5/19/2015   31.7         
00614        5:13:01 PM  5/19/2015   31.7         
00615        5:14:01 PM  5/19/2015   31.7         
00616        5:15:01 PM  5/19/2015   31.7         
00617        5:16:01 PM  5/19/2015   31.7         
00618        5:17:01 PM  5/19/2015   31.7         
00619        5:18:01 PM  5/19/2015   31.7         
00620        5:19:01 PM  5/19/2015   31.6         
00621        5:20:01 PM  5/19/2015   31.6         
00622        5:21:01 PM  5/19/2015   31.6         
00623        5:22:01 PM  5/19/2015   31.6         
00624        5:23:01 PM  5/19/2015   31.6         
00625        5:24:01 PM  5/19/2015   31.6         
00626        5:25:01 PM  5/19/2015   31.6         
00627        5:26:01 PM  5/19/2015   31.6         
00628        5:27:01 PM  5/19/2015   31.6         
00629        5:28:01 PM  5/19/2015   31.6         
00630        5:29:01 PM  5/19/2015   31.6         
00631        5:30:01 PM  5/19/2015   31.6         
00632        5:31:01 PM  5/19/2015   31.6         
00633        5:32:01 PM  5/19/2015   31.6         
00634        5:33:01 PM  5/19/2015   31.5         
00635        5:34:01 PM  5/19/2015   31.5         
00636        5:35:01 PM  5/19/2015   31.5         
00637        5:36:01 PM  5/19/2015   31.5         
00638        5:37:01 PM  5/19/2015   31.5         
00639        5:38:01 PM  5/19/2015   31.5         
00640        5:39:01 PM  5/19/2015   31.5         
00641        5:40:01 PM  5/19/2015   31.5         
00642        5:41:01 PM  5/19/2015   31.5         
00643        5:42:01 PM  5/19/2015   31.5         
00644        5:43:01 PM  5/19/2015   31.5         
00645        5:44:01 PM  5/19/2015   31.5         
00646        5:45:01 PM  5/19/2015   31.5         
00647        5:46:01 PM  5/19/2015   31.5         
00648        5:47:01 PM  5/19/2015   31.5         
00649        5:48:01 PM  5/19/2015   31.4         
00650        5:49:01 PM  5/19/2015   31.4         
00651        5:50:01 PM  5/19/2015   31.4         
00652        5:51:01 PM  5/19/2015   31.4         
00653        5:52:01 PM  5/19/2015   31.4         
00654        5:53:01 PM  5/19/2015   31.4         
00655        5:54:01 PM  5/19/2015   31.4         
00656        5:55:01 PM  5/19/2015   31.4         
00657        5:56:01 PM  5/19/2015   31.4         
00658        5:57:01 PM  5/19/2015   31.4         
00659        5:58:01 PM  5/19/2015   31.4         
00660        5:59:01 PM  5/19/2015   31.4         
00661        6:00:01 PM  5/19/2015   31.4         
00662        6:01:01 PM  5/19/2015   31.3         
00663        6:02:01 PM  5/19/2015   31.3         
00664        6:03:01 PM  5/19/2015   31.3         
00665        6:04:01 PM  5/19/2015   31.3         
00666        6:05:01 PM  5/19/2015   31.3         
00667        6:06:01 PM  5/19/2015   31.3         
00668        6:07:01 PM  5/19/2015   31.3         
00669        6:08:01 PM  5/19/2015   31.3         
00670        6:09:01 PM  5/19/2015   31.3         
00671        6:10:01 PM  5/19/2015   31.3         
00672        6:11:01 PM  5/19/2015   31.3         
00673        6:12:01 PM  5/19/2015   31.3         
00674        6:13:01 PM  5/19/2015   31.3         
00675        6:14:01 PM  5/19/2015   31.3         
00676        6:15:01 PM  5/19/2015   31.3         
00677        6:16:01 PM  5/19/2015   31.3         
00678        6:17:01 PM  5/19/2015   31.2         
00679        6:18:01 PM  5/19/2015   31.2         
00680        6:19:01 PM  5/19/2015   31.2         
00681        6:20:01 PM  5/19/2015   31.2         
00682        6:21:01 PM  5/19/2015   31.2         
00683        6:22:01 PM  5/19/2015   31.2         
00684        6:23:01 PM  5/19/2015   31.2         
00685        6:24:01 PM  5/19/2015   31.2         
00686        6:25:01 PM  5/19/2015   31.2         
00687        6:26:01 PM  5/19/2015   31.2         
00688        6:27:01 PM  5/19/2015   31.2         
00689        6:28:01 PM  5/19/2015   31.2         
00690        6:29:01 PM  5/19/2015   31.2         
00691        6:30:01 PM  5/19/2015   31.2         
00692        6:31:01 PM  5/19/2015   31.2         
00693        6:32:01 PM  5/19/2015   31.2         
00694        6:33:01 PM  5/19/2015   31.2         
00695        6:34:01 PM  5/19/2015   31.2         
00696        6:35:01 PM  5/19/2015   31.1         
00697        6:36:01 PM  5/19/2015   31.1         
00698        6:37:01 PM  5/19/2015   31.1         
00699        6:38:01 PM  5/19/2015   31.1         
00700        6:39:01 PM  5/19/2015   31.1         
00701        6:40:01 PM  5/19/2015   31.1         
00702        6:41:01 PM  5/19/2015   31.1         
00703        6:42:01 PM  5/19/2015   31.1         
00704        6:43:01 PM  5/19/2015   31.1         
00705        6:44:01 PM  5/19/2015   31.1         
00706        6:45:01 PM  5/19/2015   31.1         
00707        6:46:01 PM  5/19/2015   31.1         
00708        6:47:01 PM  5/19/2015   31.1         
00709        6:48:01 PM  5/19/2015   31.1         
00710        6:49:01 PM  5/19/2015   31.1         
00711        6:50:01 PM  5/19/2015   31.1         
00712        6:51:01 PM  5/19/2015   31.1         
00713        6:52:01 PM  5/19/2015   31.0         
00714        6:53:01 PM  5/19/2015   31.0         
00715        6:54:01 PM  5/19/2015   31.0         
00716        6:55:01 PM  5/19/2015   31.0         
00717        6:56:01 PM  5/19/2015   31.0         
00718        6:57:01 PM  5/19/2015   31.0         
00719        6:58:01 PM  5/19/2015   31.0         
00720        6:59:01 PM  5/19/2015   31.0         
00721        7:00:01 PM  5/19/2015   31.0         
00722        7:01:01 PM  5/19/2015   31.0         
00723        7:02:01 PM  5/19/2015   31.0         
00724        7:03:01 PM  5/19/2015   31.0         
00725        7:04:01 PM  5/19/2015   31.0         
00726        7:05:01 PM  5/19/2015   31.0         
00727        7:06:01 PM  5/19/2015   31.0         
00728        7:07:01 PM  5/19/2015   30.9         
00729        7:08:01 PM  5/19/2015   30.9         
00730        7:09:01 PM  5/19/2015   30.9         
00731        7:10:01 PM  5/19/2015   30.9         
00732        7:11:01 PM  5/19/2015   30.9         
00733        7:12:01 PM  5/19/2015   30.9         
00734        7:13:01 PM  5/19/2015   30.9         
00735        7:14:01 PM  5/19/2015   30.9         
00736        7:15:01 PM  5/19/2015   30.9         
00737        7:16:01 PM  5/19/2015   30.9         
00738        7:17:01 PM  5/19/2015   30.9         
00739        7:18:01 PM  5/19/2015   30.9         
00740        7:19:01 PM  5/19/2015   30.9         
00741        7:20:01 PM  5/19/2015   30.9         
00742        7:21:01 PM  5/19/2015   30.9         
00743        7:22:01 PM  5/19/2015   30.8         
00744        7:23:01 PM  5/19/2015   30.8         
00745        7:24:01 PM  5/19/2015   30.8         
00746        7:25:01 PM  5/19/2015   30.8         
00747        7:26:01 PM  5/19/2015   30.8         
00748        7:27:01 PM  5/19/2015   30.8         
00749        7:28:01 PM  5/19/2015   30.8         
00750        7:29:01 PM  5/19/2015   30.8         
00751        7:30:01 PM  5/19/2015   30.8         
00752        7:31:01 PM  5/19/2015   30.8         
00753        7:32:01 PM  5/19/2015   30.8         
00754        7:33:01 PM  5/19/2015   30.8         
00755        7:34:01 PM  5/19/2015   30.8         
00756        7:35:01 PM  5/19/2015   30.8         
00757        7:36:01 PM  5/19/2015   30.8         
00758        7:37:01 PM  5/19/2015   30.7         
00759        7:38:01 PM  5/19/2015   30.7         
00760        7:39:01 PM  5/19/2015   30.7         
00761        7:40:01 PM  5/19/2015   30.7         
00762        7:41:01 PM  5/19/2015   30.7         
00763        7:42:01 PM  5/19/2015   30.7         
00764        7:43:01 PM  5/19/2015   30.7         
00765        7:44:01 PM  5/19/2015   30.7         
00766        7:45:01 PM  5/19/2015   30.7         
00767        7:46:01 PM  5/19/2015   30.7         
00768        7:47:01 PM  5/19/2015   30.6         
00769        7:48:01 PM  5/19/2015   30.6         
00770        7:49:01 PM  5/19/2015   30.6         
00771        7:50:01 PM  5/19/2015   30.6         
00772        7:51:01 PM  5/19/2015   30.6         
00773        7:52:01 PM  5/19/2015   30.6         
00774        7:53:01 PM  5/19/2015   30.6         
00775        7:54:01 PM  5/19/2015   30.6         
00776        7:55:01 PM  5/19/2015   30.6         
00777        7:56:01 PM  5/19/2015   30.6         
00778        7:57:01 PM  5/19/2015   30.6         
00779        7:58:01 PM  5/19/2015   30.5         
00780        7:59:01 PM  5/19/2015   30.5         
00781        8:00:01 PM  5/19/2015   30.5         
00782        8:01:01 PM  5/19/2015   30.5         
00783        8:02:01 PM  5/19/2015   30.5         
00784        8:03:01 PM  5/19/2015   30.5         
00785        8:04:01 PM  5/19/2015   30.5         
00786        8:05:01 PM  5/19/2015   30.5         
00787        8:06:01 PM  5/19/2015   30.5         
00788        8:07:01 PM  5/19/2015   30.5         
00789        8:08:01 PM  5/19/2015   30.5         
00790        8:09:01 PM  5/19/2015   30.5         
00791        8:10:01 PM  5/19/2015   30.5         
00792        8:11:01 PM  5/19/2015   30.5         
00793        8:12:01 PM  5/19/2015   30.5         
00794        8:13:01 PM  5/19/2015   30.4         
00795        8:14:01 PM  5/19/2015   30.4         
00796        8:15:01 PM  5/19/2015   30.4         
00797        8:16:01 PM  5/19/2015   30.4         
00798        8:17:01 PM  5/19/2015   30.4         
00799        8:18:01 PM  5/19/2015   30.4         
00800        8:19:01 PM  5/19/2015   30.4         
00801        8:20:01 PM  5/19/2015   30.4         
00802        8:21:01 PM  5/19/2015   30.4         
00803        8:22:01 PM  5/19/2015   30.4         
00804        8:23:01 PM  5/19/2015   30.4         
00805        8:24:01 PM  5/19/2015   30.4         
00806        8:25:01 PM  5/19/2015   30.4         
00807        8:26:01 PM  5/19/2015   30.4         
00808        8:27:01 PM  5/19/2015   30.4         
00809        8:28:01 PM  5/19/2015   30.3         
00810        8:29:01 PM  5/19/2015   30.3         
00811        8:30:01 PM  5/19/2015   30.3         
00812        8:31:01 PM  5/19/2015   30.3         
00813        8:32:01 PM  5/19/2015   30.3         
00814        8:33:01 PM  5/19/2015   30.3         
00815        8:34:01 PM  5/19/2015   30.3         
00816        8:35:01 PM  5/19/2015   30.3         
00817        8:36:01 PM  5/19/2015   30.3         
00818        8:37:01 PM  5/19/2015   30.3         
00819        8:38:01 PM  5/19/2015   30.3         
00820        8:39:01 PM  5/19/2015   30.3         
00821        8:40:01 PM  5/19/2015   30.3         
00822        8:41:01 PM  5/19/2015   30.3         
00823        8:42:01 PM  5/19/2015   30.3         
00824        8:43:01 PM  5/19/2015   30.3         
00825        8:44:01 PM  5/19/2015   30.3         
00826        8:45:01 PM  5/19/2015   30.3         
00827        8:46:01 PM  5/19/2015   30.3         
00828        8:47:01 PM  5/19/2015   30.3         
00829        8:48:01 PM  5/19/2015   30.2         
00830        8:49:01 PM  5/19/2015   30.2         
00831        8:50:01 PM  5/19/2015   30.2         
00832        8:51:01 PM  5/19/2015   30.2         
00833        8:52:01 PM  5/19/2015   30.2         
00834        8:53:01 PM  5/19/2015   30.2         
00835        8:54:01 PM  5/19/2015   30.2         
00836        8:55:01 PM  5/19/2015   30.2         
00837        8:56:01 PM  5/19/2015   30.2         
00838        8:57:01 PM  5/19/2015   30.2         
00839        8:58:01 PM  5/19/2015   30.2         
00840        8:59:01 PM  5/19/2015   30.2         
00841        9:00:01 PM  5/19/2015   30.2         
00842        9:01:01 PM  5/19/2015   30.2         
00843        9:02:01 PM  5/19/2015   30.2         
00844        9:03:01 PM  5/19/2015   30.2         
00845        9:04:01 PM  5/19/2015   30.2         
00846        9:05:01 PM  5/19/2015   30.2         
00847        9:06:01 PM  5/19/2015   30.2         
00848        9:07:01 PM  5/19/2015   30.2         
00849        9:08:01 PM  5/19/2015   30.1         
00850        9:09:01 PM  5/19/2015   30.1         
00851        9:10:01 PM  5/19/2015   30.1         
00852        9:11:01 PM  5/19/2015   30.1         
00853        9:12:01 PM  5/19/2015   30.1         
00854        9:13:01 PM  5/19/2015   30.1         
00855        9:14:01 PM  5/19/2015   30.1         
00856        9:15:01 PM  5/19/2015   30.1         
00857        9:16:01 PM  5/19/2015   30.1         
00858        9:17:01 PM  5/19/2015   30.1         
00859        9:18:01 PM  5/19/2015   30.1         
00860        9:19:01 PM  5/19/2015   30.1         
00861        9:20:01 PM  5/19/2015   30.1         
00862        9:21:01 PM  5/19/2015   30.1         
00863        9:22:01 PM  5/19/2015   30.1         
00864        9:23:01 PM  5/19/2015   30.1         
00865        9:24:01 PM  5/19/2015   30.0         
00866        9:25:01 PM  5/19/2015   30.0         
00867        9:26:01 PM  5/19/2015   30.0         
00868        9:27:01 PM  5/19/2015   30.0         
00869        9:28:01 PM  5/19/2015   30.0         
00870        9:29:01 PM  5/19/2015   30.0         
00871        9:30:01 PM  5/19/2015   30.0         
00872        9:31:01 PM  5/19/2015   30.0         
00873        9:32:01 PM  5/19/2015   30.0         
00874        9:33:01 PM  5/19/2015   30.0         
00875        9:34:01 PM  5/19/2015   30.0         
00876        9:35:01 PM  5/19/2015   30.0         
00877        9:36:01 PM  5/19/2015   30.0         
00878        9:37:01 PM  5/19/2015   30.0         
00879        9:38:01 PM  5/19/2015   30.0         
00880        9:39:01 PM  5/19/2015   30.0         
00881        9:40:01 PM  5/19/2015   30.0         
00882        9:41:01 PM  5/19/2015   29.9         
00883        9:42:01 PM  5/19/2015   29.9         
00884        9:43:01 PM  5/19/2015   29.9         
00885        9:44:01 PM  5/19/2015   29.9         
00886        9:45:01 PM  5/19/2015   29.9         
00887        9:46:01 PM  5/19/2015   29.9         
00888        9:47:01 PM  5/19/2015   29.9         
00889        9:48:01 PM  5/19/2015   29.9         
00890        9:49:01 PM  5/19/2015   29.9         
00891        9:50:01 PM  5/19/2015   29.9         
00892        9:51:01 PM  5/19/2015   29.9         
00893        9:52:01 PM  5/19/2015   29.9         
00894        9:53:01 PM  5/19/2015   29.9         
00895        9:54:01 PM  5/19/2015   29.9         
00896        9:55:01 PM  5/19/2015   29.9         
00897        9:56:01 PM  5/19/2015   29.9         
00898        9:57:01 PM  5/19/2015   29.9         
00899        9:58:01 PM  5/19/2015   29.8         
00900        9:59:01 PM  5/19/2015   29.8         
00901        10:00:01 PM 5/19/2015   29.8         
00902        10:01:01 PM 5/19/2015   29.8         
00903        10:02:01 PM 5/19/2015   29.8         
00904        10:03:01 PM 5/19/2015   29.8         
00905        10:04:01 PM 5/19/2015   29.8         
00906        10:05:01 PM 5/19/2015   29.8         
00907        10:06:01 PM 5/19/2015   29.8         
00908        10:07:01 PM 5/19/2015   29.8         
00909        10:08:01 PM 5/19/2015   29.8         
00910        10:09:01 PM 5/19/2015   29.8         
00911        10:10:01 PM 5/19/2015   29.8         
00912        10:11:01 PM 5/19/2015   29.8         
00913        10:12:01 PM 5/19/2015   29.7         
00914        10:13:01 PM 5/19/2015   29.7         
00915        10:14:01 PM 5/19/2015   29.7         
00916        10:15:01 PM 5/19/2015   29.7         
00917        10:16:01 PM 5/19/2015   29.7         
00918        10:17:01 PM 5/19/2015   29.7         
00919        10:18:01 PM 5/19/2015   29.7         
00920        10:19:01 PM 5/19/2015   29.7         
00921        10:20:01 PM 5/19/2015   29.7         
00922        10:21:01 PM 5/19/2015   29.7         
00923        10:22:01 PM 5/19/2015   29.7         
00924        10:23:01 PM 5/19/2015   29.7         
00925        10:24:01 PM 5/19/2015   29.7         
00926        10:25:01 PM 5/19/2015   29.7         
00927        10:26:01 PM 5/19/2015   29.7         
00928        10:27:01 PM 5/19/2015   29.7         
00929        10:28:01 PM 5/19/2015   29.7         
00930        10:29:01 PM 5/19/2015   29.7         
00931        10:30:01 PM 5/19/2015   29.7         
00932        10:31:01 PM 5/19/2015   29.7         
00933        10:32:01 PM 5/19/2015   29.6         
00934        10:33:01 PM 5/19/2015   29.6         
00935        10:34:01 PM 5/19/2015   29.6         
00936        10:35:01 PM 5/19/2015   29.6         
00937        10:36:01 PM 5/19/2015   29.6         
00938        10:37:01 PM 5/19/2015   29.6         
00939        10:38:01 PM 5/19/2015   29.6         
00940        10:39:01 PM 5/19/2015   29.6         
00941        10:40:01 PM 5/19/2015   29.6         
00942        10:41:01 PM 5/19/2015   29.6         
00943        10:42:01 PM 5/19/2015   29.6         
00944        10:43:01 PM 5/19/2015   29.6         
00945        10:44:01 PM 5/19/2015   29.6         
00946        10:45:01 PM 5/19/2015   29.6         
00947        10:46:01 PM 5/19/2015   29.6         
00948        10:47:01 PM 5/19/2015   29.6         
00949        10:48:01 PM 5/19/2015   29.6         
00950        10:49:01 PM 5/19/2015   29.6         
00951        10:50:01 PM 5/19/2015   29.5         
00952        10:51:01 PM 5/19/2015   29.5         
00953        10:52:01 PM 5/19/2015   29.5         
00954        10:53:01 PM 5/19/2015   29.5         
00955        10:54:01 PM 5/19/2015   29.5         
00956        10:55:01 PM 5/19/2015   29.5         
00957        10:56:01 PM 5/19/2015   29.5         
00958        10:57:01 PM 5/19/2015   29.5         
00959        10:58:01 PM 5/19/2015   29.5         
00960        10:59:01 PM 5/19/2015   29.5         
00961        11:00:01 PM 5/19/2015   29.5         
00962        11:01:01 PM 5/19/2015   29.5         
00963        11:02:01 PM 5/19/2015   29.5         
00964        11:03:01 PM 5/19/2015   29.5         
00965        11:04:01 PM 5/19/2015   29.5         
00966        11:05:01 PM 5/19/2015   29.5         
00967        11:06:01 PM 5/19/2015   29.5         
00968        11:07:01 PM 5/19/2015   29.5         
00969        11:08:01 PM 5/19/2015   29.4         
00970        11:09:01 PM 5/19/2015   29.4         
00971        11:10:01 PM 5/19/2015   29.4         
00972        11:11:01 PM 5/19/2015   29.4         
00973        11:12:01 PM 5/19/2015   29.4         
00974        11:13:01 PM 5/19/2015   29.4         
00975        11:14:01 PM 5/19/2015   29.4         
00976        11:15:01 PM 5/19/2015   29.4         
00977        11:16:01 PM 5/19/2015   29.4         
00978        11:17:01 PM 5/19/2015   29.4         
00979        11:18:01 PM 5/19/2015   29.4         
00980        11:19:01 PM 5/19/2015   29.4         
00981        11:20:01 PM 5/19/2015   29.4         
00982        11:21:01 PM 5/19/2015   29.4         
00983        11:22:01 PM 5/19/2015   29.3         
00984        11:23:01 PM 5/19/2015   29.3         
00985        11:24:01 PM 5/19/2015   29.3         
00986        11:25:01 PM 5/19/2015   29.3         
00987        11:26:01 PM 5/19/2015   29.3         
00988        11:27:01 PM 5/19/2015   29.3         
00989        11:28:01 PM 5/19/2015   29.3         
00990        11:29:01 PM 5/19/2015   29.3         
00991        11:30:01 PM 5/19/2015   29.3         
00992        11:31:01 PM 5/19/2015   29.3         
00993        11:32:01 PM 5/19/2015   29.3         
00994        11:33:01 PM 5/19/2015   29.3         
00995        11:34:01 PM 5/19/2015   29.3         
00996        11:35:01 PM 5/19/2015   29.3         
00997        11:36:01 PM 5/19/2015   29.3         
00998        11:37:01 PM 5/19/2015   29.3         
00999        11:38:01 PM 5/19/2015   29.3         
01000        11:39:01 PM 5/19/2015   29.2         
01001        11:40:01 PM 5/19/2015   29.2         
01002        11:41:01 PM 5/19/2015   29.2         
01003        11:42:01 PM 5/19/2015   29.2         
01004        11:43:01 PM 5/19/2015   29.2         
01005        11:44:01 PM 5/19/2015   29.2         
01006        11:45:01 PM 5/19/2015   29.2         
01007        11:46:01 PM 5/19/2015   29.2         
01008        11:47:01 PM 5/19/2015   29.2         
01009        11:48:01 PM 5/19/2015   29.2         
01010        11:49:01 PM 5/19/2015   29.2         
01011        11:50:01 PM 5/19/2015   29.2         
01012        11:51:01 PM 5/19/2015   29.2         
01013        11:52:01 PM 5/19/2015   29.2         
01014        11:53:01 PM 5/19/2015   29.2         
01015        11:54:01 PM 5/19/2015   29.2         
01016        11:55:01 PM 5/19/2015   29.2         
01017        11:56:01 PM 5/19/2015   29.2         
01018        11:57:01 PM 5/19/2015   29.2         
01019        11:58:01 PM 5/19/2015   29.2         
01020        11:59:01 PM 5/19/2015   29.1         
01021        12:00:01 AM 5/20/2015   29.1         
01022        12:01:01 AM 5/20/2015   29.1         
01023        12:02:01 AM 5/20/2015   29.1         
01024        12:03:01 AM 5/20/2015   29.1         
01025        12:04:01 AM 5/20/2015   29.1         
01026        12:05:01 AM 5/20/2015   29.1         
01027        12:06:01 AM 5/20/2015   29.1         
01028        12:07:01 AM 5/20/2015   29.1         
01029        12:08:01 AM 5/20/2015   29.1         
01030        12:09:01 AM 5/20/2015   29.1         
01031        12:10:01 AM 5/20/2015   29.1         
01032        12:11:01 AM 5/20/2015   29.1         
01033        12:12:01 AM 5/20/2015   29.1         
01034        12:13:01 AM 5/20/2015   29.0         
01035        12:14:01 AM 5/20/2015   29.0         
01036        12:15:01 AM 5/20/2015   29.0         
01037        12:16:01 AM 5/20/2015   29.0         
01038        12:17:01 AM 5/20/2015   29.0         
01039        12:18:01 AM 5/20/2015   29.0         
01040        12:19:01 AM 5/20/2015   29.0         
01041        12:20:01 AM 5/20/2015   29.0         
01042        12:21:01 AM 5/20/2015   29.0         
01043        12:22:01 AM 5/20/2015   29.0         
01044        12:23:01 AM 5/20/2015   29.0         
01045        12:24:01 AM 5/20/2015   29.0         
01046        12:25:01 AM 5/20/2015   29.0         
01047        12:26:01 AM 5/20/2015   29.0         
01048        12:27:01 AM 5/20/2015   28.9         
01049        12:28:01 AM 5/20/2015   28.9         
01050        12:29:01 AM 5/20/2015   28.9         
01051        12:30:01 AM 5/20/2015   28.9         
01052        12:31:01 AM 5/20/2015   28.9         
01053        12:32:01 AM 5/20/2015   28.9         
01054        12:33:01 AM 5/20/2015   28.9         
01055        12:34:01 AM 5/20/2015   28.9         
01056        12:35:01 AM 5/20/2015   28.9         
01057        12:36:01 AM 5/20/2015   28.9         
01058        12:37:01 AM 5/20/2015   28.8         
01059        12:38:01 AM 5/20/2015   28.8         
01060        12:39:01 AM 5/20/2015   28.8         
01061        12:40:01 AM 5/20/2015   28.8         
01062        12:41:01 AM 5/20/2015   28.8         
01063        12:42:01 AM 5/20/2015   28.8         
01064        12:43:01 AM 5/20/2015   28.8         
01065        12:44:01 AM 5/20/2015   28.8         
01066        12:45:01 AM 5/20/2015   28.8         
01067        12:46:01 AM 5/20/2015   28.8         
01068        12:47:01 AM 5/20/2015   28.8         
01069        12:48:01 AM 5/20/2015   28.8         
01070        12:49:01 AM 5/20/2015   28.8         
01071        12:50:01 AM 5/20/2015   28.8         
01072        12:51:01 AM 5/20/2015   28.8         
01073        12:52:01 AM 5/20/2015   28.7         
01074        12:53:01 AM 5/20/2015   28.7         
01075        12:54:01 AM 5/20/2015   28.7         
01076        12:55:01 AM 5/20/2015   28.7         
01077        12:56:01 AM 5/20/2015   28.7         
01078        12:57:01 AM 5/20/2015   28.7         
01079        12:58:01 AM 5/20/2015   28.7         
01080        12:59:01 AM 5/20/2015   28.7         
01081        1:00:01 AM  5/20/2015   28.7         
01082        1:01:01 AM  5/20/2015   28.7         
01083        1:02:01 AM  5/20/2015   28.7         
01084        1:03:01 AM  5/20/2015   28.7         
01085        1:04:01 AM  5/20/2015   28.7         
01086        1:05:01 AM  5/20/2015   28.7         
01087        1:06:01 AM  5/20/2015   28.7         
01088        1:07:01 AM  5/20/2015   28.7         
01089        1:08:01 AM  5/20/2015   28.6         
01090        1:09:01 AM  5/20/2015   28.6         
01091        1:10:01 AM  5/20/2015   28.6         
01092        1:11:01 AM  5/20/2015   28.6         
01093        1:12:01 AM  5/20/2015   28.6         
01094        1:13:01 AM  5/20/2015   28.6         
01095        1:14:01 AM  5/20/2015   28.6         
01096        1:15:01 AM  5/20/2015   28.6         
01097        1:16:01 AM  5/20/2015   28.6         
01098        1:17:01 AM  5/20/2015   28.6         
01099        1:18:01 AM  5/20/2015   28.6         
01100        1:19:01 AM  5/20/2015   28.6         
01101        1:20:01 AM  5/20/2015   28.6         
01102        1:21:01 AM  5/20/2015   28.6         
01103        1:22:01 AM  5/20/2015   28.6         
01104        1:23:01 AM  5/20/2015   28.6         
01105        1:24:01 AM  5/20/2015   28.6         
01106        1:25:01 AM  5/20/2015   28.6         
01107        1:26:01 AM  5/20/2015   28.6         
01108        1:27:01 AM  5/20/2015   28.5         
01109        1:28:01 AM  5/20/2015   28.5         
01110        1:29:01 AM  5/20/2015   28.5         
01111        1:30:01 AM  5/20/2015   28.5         
01112        1:31:01 AM  5/20/2015   28.5         
01113        1:32:01 AM  5/20/2015   28.5         
01114        1:33:01 AM  5/20/2015   28.5         
01115        1:34:01 AM  5/20/2015   28.5         
01116        1:35:01 AM  5/20/2015   28.5         
01117        1:36:01 AM  5/20/2015   28.5         
01118        1:37:01 AM  5/20/2015   28.5         
01119        1:38:01 AM  5/20/2015   28.5         
01120        1:39:01 AM  5/20/2015   28.5         
01121        1:40:01 AM  5/20/2015   28.5         
01122        1:41:01 AM  5/20/2015   28.5         
01123        1:42:01 AM  5/20/2015   28.5         
01124        1:43:01 AM  5/20/2015   28.5         
01125        1:44:01 AM  5/20/2015   28.4         
01126        1:45:01 AM  5/20/2015   28.4         
01127        1:46:01 AM  5/20/2015   28.4         
01128        1:47:01 AM  5/20/2015   28.4         
01129        1:48:01 AM  5/20/2015   28.4         
01130        1:49:01 AM  5/20/2015   28.4         
01131        1:50:01 AM  5/20/2015   28.4         
01132        1:51:01 AM  5/20/2015   28.4         
01133        1:52:01 AM  5/20/2015   28.4         
01134        1:53:01 AM  5/20/2015   28.4         
01135        1:54:01 AM  5/20/2015   28.4         
01136        1:55:01 AM  5/20/2015   28.4         
01137        1:56:01 AM  5/20/2015   28.4         
01138        1:57:01 AM  5/20/2015   28.4         
01139        1:58:01 AM  5/20/2015   28.4         
01140        1:59:01 AM  5/20/2015   28.4         
01141        2:00:01 AM  5/20/2015   28.3         
01142        2:01:01 AM  5/20/2015   28.3         
01143        2:02:01 AM  5/20/2015   28.3         
01144        2:03:01 AM  5/20/2015   28.3         
01145        2:04:01 AM  5/20/2015   28.3         
01146        2:05:01 AM  5/20/2015   28.3         
01147        2:06:01 AM  5/20/2015   28.3         
01148        2:07:01 AM  5/20/2015   28.3         
01149        2:08:01 AM  5/20/2015   28.3         
01150        2:09:01 AM  5/20/2015   28.3         
01151        2:10:01 AM  5/20/2015   28.3         
01152        2:11:01 AM  5/20/2015   28.3         
01153        2:12:01 AM  5/20/2015   28.3         
01154        2:13:01 AM  5/20/2015   28.3         
01155        2:14:01 AM  5/20/2015   28.3         
01156        2:15:01 AM  5/20/2015   28.3         
01157        2:16:01 AM  5/20/2015   28.3         
01158        2:17:01 AM  5/20/2015   28.3         
01159        2:18:01 AM  5/20/2015   28.3         
01160        2:19:01 AM  5/20/2015   28.3         
